,Trip ID,User ID,Age
3006,728638,375850,19.0
3007,728638,328908,19.0
3008,728680,91391,21.0
3009,728638,339982,19.0
3010,728653,443646,20.0
3011,728638,355655,19.0
3012,728653,309447,20.0
3013,728653,90778,22.0
3014,728653,93191,21.0
3015,728653,439601,22.0
3016,728653,195287,21.0
3017,728617,255602,19.0
3018,728653,221499,22.0
3019,728658,77547,21.0
3020,728658,72823,21.0
3021,728658,85791,21.0
3022,728658,68910,24.0
3023,728658,71646,21.0
3024,728658,144764,21.0
3025,728658,71452,25.0
3026,728658,73434,21.0
3027,728658,189212,22.0
3028,728695,193797,20.0
3029,728695,450630,22.0
3030,728695,450632,19.0
3031,728695,356937,19.0
3032,728695,278020,20.0
3033,728695,584409,20.0
3034,728695,395886,20.0
3035,728695,285264,20.0
3036,728688,255138,21.0
3037,728695,282309,20.0
3038,728688,251330,23.0
3039,728688,192591,20.0
3040,728695,268225,20.0
3041,728688,255136,19.0
3042,728701,368596,19.0
3043,728688,187563,21.0
3044,728688,199349,20.0
3045,728701,291598,19.0
3046,728688,194338,24.0
3047,728701,343071,19.0
3048,728665,440974,23.0
3049,728688,212879,20.0
3050,728701,344381,20.0
3051,728701,350015,19.0
3052,728665,164706,26.0
3053,728701,285198,19.0
3054,728701,475255,22.0
3055,728688,186547,2.0
3056,728688,212270,20.0
3057,728701,327399,19.0
3058,728665,36477,25.0
3059,728701,496100,19.0
3060,728665,417309,24.0
3061,728688,187684,20.0
3062,728688,186439,21.0
3063,728665,349416,24.0
3064,728665,343300,25.0
3065,728520,100103,26.0
3066,728704,193104,20.0
3067,728670,85614,21.0
3068,728670,141576,21.0
3069,728670,46991,25.0
3070,728670,77594,21.0
3071,728670,71653,21.0
3072,728704,472508,20.0
3073,728704,151177,21.0
3074,728704,245966,20.0
3075,728704,193088,20.0
3076,728670,79265,21.0
3077,728704,219386,20.0
3078,728670,73892,21.0
3079,728723,71687,22.0
3080,728723,72427,21.0
3081,728723,73261,21.0
3082,728723,72523,21.0
3083,728723,73262,21.0
3084,728723,73990,21.0
3085,728723,71220,21.0
3086,728723,71689,22.0
3087,728723,73263,21.0
3088,728729,118394,20.0
3089,728729,118392,20.0
3090,728729,184226,20.0
3091,728729,188501,20.0
3092,728729,188505,20.0
3093,728755,71622,27.0
3094,728755,53413,21.0
3095,728755,53372,21.0
3096,728755,71705,21.0
3097,728743,583928,31.0
3098,728729,276824,20.0
3099,728750,328861,22.0
3100,728750,345686,19.0
3101,728729,188550,20.0
3102,728729,188555,25.0
3103,728750,247941,20.0
3104,728729,184207,20.0
3105,728750,328864,19.0
3106,728729,276823,20.0
3107,728726,8047,
3108,728726,69062,24.0
3109,728729,188543,20.0
3110,728726,236557,26.0
3111,728729,188556,20.0
3112,728726,200399,28.0
3113,728726,331152,27.0
3114,728726,594749,28.0
3115,728766,323768,22.0
3116,728766,258106,19.0
3117,728766,258212,19.0
3118,728766,331579,20.0
3119,728766,343092,19.0
3120,728766,436039,19.0
3121,728766,342984,19.0
3122,728766,333405,20.0
3123,728726,594750,29.0
3124,728726,67811,26.0
3125,728751,72450,21.0
3126,728751,45141,41.0
3127,728751,45114,25.0
3128,728751,44989,21.0
3129,728751,41946,21.0
3130,728751,75576,22.0
3131,728751,39466,26.0
3132,728751,73848,21.0
3133,728751,45145,25.0
3134,728751,71277,21.0
3135,728751,76807,21.0
3136,728751,32440,22.0
3137,728751,32409,22.0
3138,728785,557925,18.0
3139,728785,181759,23.0
3140,728785,172893,21.0
3141,728785,556336,18.0
3142,728785,294086,21.0
3143,728785,453384,24.0
3144,728785,483712,18.0
3145,728801,336304,19.0
3146,728801,380214,19.0
3147,728801,328865,19.0
3148,728801,354703,23.0
3149,728783,344868,19.0
3150,728801,181891,19.0
3151,728783,413539,24.0
3152,728783,430068,19.0
3153,728783,430093,19.0
3154,728783,594727,19.0
3155,728790,343311,23.0
3156,728790,349187,23.0
3157,728790,296698,23.0
3158,728790,355924,25.0
3159,728790,431544,28.0
3160,728790,7176,
3161,728790,344972,22.0
3162,728790,41556,24.0
3163,728822,111694,21.0
3164,728779,589545,18.0
3165,728822,184274,20.0
3166,728822,185973,20.0
3167,728779,192649,21.0
3168,728779,589548,19.0
3169,728822,118386,21.0
3170,728822,185909,20.0
3171,728822,186568,20.0
3172,728779,339807,20.0
3173,728799,90417,19.0
3174,728799,146410,25.0
3175,728799,197855,25.0
3176,728799,159696,19.0
3177,728799,149048,24.0
3178,728779,588072,18.0
3179,728799,146404,24.0
3180,728807,71686,21.0
3181,728807,73255,21.0
3182,728807,73862,22.0
3183,728807,72811,22.0
3184,728779,594798,18.0
3185,728807,71710,3.0
3186,728807,71685,22.0
3187,728807,76428,21.0
3188,728807,38389,22.0
3189,728807,78223,21.0
3190,728830,591341,30.0
3191,728824,120699,20.0
3192,728824,200241,20.0
3193,728824,189502,23.0
3194,728824,183092,20.0
3195,728824,193278,20.0
3196,728824,183091,21.0
3197,728824,193289,20.0
3198,728824,193286,20.0
3199,728837,428787,20.0
3200,728837,582258,23.0
3201,728837,582610,19.0
3202,728860,211741,19.0
3203,728860,255135,19.0
3204,728860,82688,25.0
3205,728849,429874,19.0
3206,728860,254777,19.0
3207,728860,329885,19.0
3208,728860,255427,19.0
3209,728854,333922,19.0
3210,728832,151283,20.0
3211,728851,588075,19.0
3212,728854,331536,20.0
3213,728851,594795,19.0
3214,728860,329892,19.0
3215,728832,269750,20.0
3216,728854,333927,19.0
3217,728854,331461,19.0
3218,728832,324331,22.0
3219,728854,333834,19.0
3220,728851,594801,23.0
3221,728832,257029,19.0
3222,728832,199547,22.0
3223,728851,594800,21.0
3224,728832,199546,22.0
3225,728851,328885,19.0
3226,728854,337394,23.0
3227,728860,214459,19.0
3228,728851,333747,21.0
3229,728851,435863,22.0
3230,728851,588038,32.0
3231,728866,381205,20.0
3232,728851,594822,21.0
3233,728851,444016,18.0
3234,728864,267725,19.0
3235,728864,261197,19.0
3236,728864,328805,19.0
3237,728864,336947,19.0
3238,728864,200709,21.0
3239,728864,328819,23.0
3240,728864,245986,19.0
3241,728864,295696,25.0
3242,728864,480945,19.0
3243,728864,260867,20.0
3244,728876,255269,19.0
3245,728876,332935,19.0
3246,728878,84541,24.0
3247,728878,564182,22.0
3248,728876,332927,19.0
3249,728880,79374,21.0
3250,728878,89278,21.0
3251,728882,90841,21.0
3252,728882,250342,20.0
3253,728882,156407,23.0
3254,728878,184798,21.0
3255,728882,209343,20.0
3256,728882,149047,24.0
3257,728882,260635,19.0
3258,728882,223138,25.0
3259,728876,342935,19.0
3260,728880,95062,21.0
3261,728882,226044,20.0
3262,728882,107820,25.0
3263,728878,98768,21.0
3264,728876,340167,19.0
3265,728874,594144,31.0
3266,728880,117423,21.0
3267,728878,89642,21.0
3268,728878,117422,21.0
3269,728874,192797,30.0
3270,728874,481778,31.0
3271,728874,278394,36.0
3272,728874,176481,33.0
3273,728896,585491,18.0
3274,728896,585437,22.0
3275,728896,384667,25.0
3276,728896,449185,18.0
3277,728896,587361,18.0
3278,728896,583225,22.0
3279,728880,199909,21.0
3280,728895,203677,20.0
3281,728880,84549,21.0
3282,728895,195799,20.0
3283,728895,195793,21.0
3284,728895,193804,20.0
3285,728895,186308,20.0
3286,728895,190798,20.0
3287,728895,188774,20.0
3288,728895,185230,24.0
3289,728895,194042,20.0
3290,728895,109138,22.0
3291,728901,70950,22.0
3292,728901,220003,21.0
3293,728901,338223,19.0
3294,728901,87458,24.0
3295,728901,309546,23.0
3296,728919,339507,19.0
3297,728901,73719,3.0
3298,728919,480125,19.0
3299,728919,260527,19.0
3300,728919,336099,25.0
3301,728919,549786,18.0
3302,728924,447795,18.0
3303,728900,460323,18.0
3304,728900,275998,18.0
3305,728900,594002,18.0
3306,728900,585276,19.0
3307,728900,288969,21.0
3308,728927,79024,29.0
3309,728900,368325,19.0
3310,728900,478022,19.0
3311,728924,448643,19.0
3312,728941,260867,20.0
3313,728941,480945,19.0
3314,728941,328805,19.0
3315,728941,295696,25.0
3316,728941,245986,19.0
3317,728941,336947,19.0
3318,728941,328819,23.0
3319,728936,227276,22.0
3320,728936,261960,19.0
3321,728936,184860,24.0
3322,728936,328307,22.0
3323,728936,292411,19.0
3324,728936,227642,20.0
3325,728936,306785,19.0
3326,728936,71735,21.0
3327,728945,343855,18.0
3328,728934,593287,38.0
3329,728945,336103,19.0
3330,728945,432918,19.0
3331,728945,349254,19.0
3332,728932,181219,23.0
3333,728932,258673,23.0
3334,728945,323834,19.0
3335,728932,318738,19.0
3336,728932,300000,19.0
3337,728932,345753,22.0
3338,728932,328714,19.0
3339,728932,341808,19.0
3340,728936,287214,19.0
3341,728955,72595,22.0
3342,728955,73477,21.0
3343,728946,582703,18.0
3344,728946,582694,18.0
3345,728946,585879,18.0
3346,728955,44993,21.0
3347,728955,50862,21.0
3348,728955,75805,21.0
3349,728946,588271,18.0
3350,728956,138315,21.0
3351,728956,269838,20.0
3352,728956,594844,32.0
3353,728956,594850,24.0
3354,728956,594834,21.0
3355,728956,269820,21.0
3356,728956,594847,22.0
3357,728956,594841,26.0
3358,728956,223846,20.0
3359,728956,594842,21.0
3360,728956,594858,23.0
3361,728956,269821,21.0
3362,728956,270043,21.0
3363,728956,594851,24.0
3364,728983,258212,19.0
3365,728983,323768,22.0
3366,728983,436039,19.0
3367,728983,342984,19.0
3368,728983,329670,19.0
3369,728981,331469,25.0
3370,728984,234449,20.0
3371,728981,588151,0.0
3372,728981,184994,24.0
3373,728981,389296,19.0
3374,728984,250868,20.0
3375,728981,331535,19.0
3376,728984,249820,20.0
3377,728984,213760,20.0
3378,728984,126984,21.0
3379,728984,194418,20.0
3380,728981,331452,23.0
3381,728981,594839,20.0
3382,728984,246601,21.0
3383,728984,276332,20.0
3384,728984,200027,20.0
3385,728984,200010,20.0
3386,728984,276335,20.0
3387,728985,72523,21.0
3388,728985,73261,21.0
3389,728985,71710,3.0
3390,728985,73262,21.0
3391,728985,72811,22.0
3392,728985,72427,21.0
3393,728985,76428,21.0
3394,728985,73990,21.0
3395,728985,78223,21.0
3396,728985,73263,21.0
3397,728985,71689,22.0
3398,728985,38389,22.0
3399,729001,330891,19.0
3400,729001,280309,19.0
3401,729001,268286,19.0
3402,729001,259694,19.0
3403,729001,327989,22.0
3404,728993,446461,18.0
3405,728993,410973,19.0
3406,728993,456220,19.0
3407,728993,590916,18.0
3408,729014,385558,37.0
3409,729014,448796,18.0
3410,729014,335712,19.0
3411,729014,585831,18.0
3412,729026,157464,24.0
3413,729026,46426,21.0
3414,729021,339747,18.0
3415,729021,258095,19.0
3416,729021,258213,18.0
3417,729026,89928,21.0
3418,729021,258093,106.0
3419,729021,323767,19.0
3420,729021,301548,19.0
3421,729026,182792,20.0
3422,729021,329672,20.0
3423,729021,258374,19.0
3424,729021,258094,19.0
3425,729021,258097,19.0
3426,729026,77734,21.0
3427,729026,192692,22.0
3428,729021,327893,19.0
3429,729026,71278,21.0
3430,729025,226263,19.0
3431,729021,323760,20.0
3432,729025,91363,27.0
3433,729021,523645,22.0
3434,729025,182936,19.0
3435,729026,27447,
3436,729021,329697,19.0
3437,729004,162354,21.0
3438,729025,257204,19.0
3439,729004,89088,21.0
3440,729025,250493,20.0
3441,729025,242546,20.0
3442,729004,182560,20.0
3443,729004,196437,20.0
3444,729004,170419,20.0
3445,729025,230219,19.0
3446,729004,142397,21.0
3447,729004,188769,20.0
3448,729004,171338,20.0
3449,729041,582610,19.0
3450,729041,582258,23.0
3451,729041,428787,20.0
3452,729054,65620,21.0
3453,729054,73434,21.0
3454,729054,77594,21.0
3455,729054,71623,21.0
3456,729054,85614,21.0
3457,729055,174213,21.0
3458,729054,65210,21.0
3459,729054,141576,21.0
3460,729055,331173,19.0
3461,729055,276824,20.0
3462,729055,276823,20.0
3463,729055,188555,25.0
3464,729055,189603,22.0
3465,729054,79265,21.0
3466,729055,184207,20.0
3467,729046,246216,20.0
3468,729055,188506,20.0
3469,729056,336947,19.0
3470,729046,443562,19.0
3471,729055,188515,19.0
3472,729046,461274,19.0
3473,729046,443506,19.0
3474,729056,260867,20.0
3475,729046,254741,20.0
3476,729046,355545,19.0
3477,729056,480945,19.0
3478,729056,295696,25.0
3479,729055,188557,20.0
3480,729046,408728,19.0
3481,729046,255214,20.0
3482,729046,244411,20.0
3483,729056,541718,18.0
3484,729046,359389,19.0
3485,729055,186996,20.0
3486,729057,582703,18.0
3487,729057,582694,18.0
3488,729064,256326,1.0
3489,729057,588271,18.0
3490,729064,594015,27.0
3491,729057,585879,18.0
3492,729064,9486,
3493,729064,594910,27.0
3494,729064,525796,25.0
3495,729064,594911,30.0
3496,729072,268061,20.0
3497,729072,309447,20.0
3498,729072,475491,20.0
3499,729072,332736,22.0
3500,729077,98768,21.0
3501,729077,89278,21.0
3502,729077,79374,21.0
3503,729077,95062,21.0
3504,729077,89642,21.0
3505,729077,199909,21.0
3506,729077,84549,21.0
3507,729076,413539,24.0
3508,729076,430093,19.0
3509,729081,568751,31.0
3510,729086,258559,19.0
3511,729086,331353,25.0
3512,729086,323294,19.0
3513,729086,258321,19.0
3514,729086,328911,19.0
3515,729086,156277,20.0
3516,729086,258096,19.0
3517,729092,73689,22.0
3518,729092,280827,22.0
3519,729092,393934,21.0
3520,729092,461280,21.0
3521,729092,63848,23.0
3522,729101,336304,19.0
3523,729101,380214,19.0
3524,729101,354703,23.0
3525,729101,328865,19.0
3526,729101,181891,19.0
3527,729098,100103,26.0
3528,729107,333927,19.0
3529,729107,331461,19.0
3530,729107,339807,20.0
3531,729107,331536,20.0
3532,729107,333834,19.0
3533,729097,593720,24.0
3534,729097,592833,24.0
3535,729097,593315,25.0
3536,729097,593737,24.0
3537,729097,593312,24.0
3538,729097,593227,25.0
3539,729097,179422,24.0
3540,729097,593223,24.0
3541,729137,340167,19.0
3542,729137,332927,19.0
3543,729137,408115,19.0
3544,729137,581610,21.0
3545,729137,342935,19.0
3546,729137,255269,19.0
3547,729147,70145,21.0
3548,729147,69671,21.0
3549,729147,75854,21.0
3550,729147,38476,24.0
3551,729147,99798,21.0
3552,729147,189682,21.0
3553,729147,73674,21.0
3554,729147,235259,22.0
3555,729150,454202,22.0
3556,729150,375297,21.0
3557,729154,335712,19.0
3558,729154,385558,37.0
3559,729154,331469,25.0
3560,729154,594839,20.0
3561,729150,594935,0.0
3562,729194,594055,27.0
3563,729193,568751,31.0
3564,729195,592942,31.0
3565,729199,243311,23.0
3566,729197,110531,27.0
3567,729201,430999,30.0
3568,729202,553226,40.0
3569,729205,562669,
3570,729206,594983,24.0
3571,729204,252453,26.0
3572,729211,173323,24.0
3573,729214,568648,27.0
3574,729209,594974,34.0
3575,729203,425664,29.0
3576,729213,469601,32.0
3577,729218,594146,31.0
3578,729218,278394,36.0
3579,729218,594144,31.0
3580,729218,278390,35.0
3581,729218,176481,33.0
3582,729218,192797,30.0
3583,729218,594190,30.0
3584,729218,594167,31.0
3585,729218,481778,31.0
3586,729218,594195,32.0
3587,729219,166167,30.0
3588,729220,562780,
3589,729223,333815,19.0
3590,729223,328897,19.0
3591,729223,255458,19.0
3592,729223,330031,33.0
3593,729223,333298,19.0
3594,729223,330040,19.0
3595,729223,330050,19.0
3596,729223,330551,20.0
3597,729223,256561,19.0
3598,729227,594167,31.0
3599,729227,278394,36.0
3600,729227,176481,33.0
3601,729227,192797,30.0
3602,729227,594146,31.0
3603,729227,594195,32.0
3604,729227,594190,30.0
3605,729227,278390,35.0
3606,729227,481778,31.0
3607,729227,594144,31.0
3608,729228,231860,26.0
3609,729236,117063,20.0
3610,729236,185821,20.0
3611,729236,151283,20.0
3612,729236,195652,21.0
3613,729236,166461,24.0
3614,729236,183031,21.0
3615,729236,80705,21.0
3616,729236,192978,20.0
3617,729236,140221,20.0
3618,729238,553226,40.0
3619,729239,160735,23.0
3620,729239,81682,25.0
3621,729239,92644,22.0
3622,729239,68617,20.0
3623,729239,96804,20.0
3624,729239,183722,20.0
3625,729239,123245,20.0
3626,729239,172254,20.0
3627,729239,184037,20.0
3628,729241,595086,33.0
3629,729241,295525,31.0
3630,729241,595085,32.0
3631,729242,71194,21.0
3632,729242,73288,21.0
3633,729242,72330,21.0
3634,729241,595091,31.0
3635,729242,74075,22.0
3636,729242,72324,21.0
3637,729242,72665,21.0
3638,729241,595090,32.0
3639,729242,71244,21.0
3640,729242,71240,21.0
3641,729241,595087,32.0
3642,729241,595093,32.0
3643,729245,111844,24.0
3644,729245,95698,21.0
3645,729245,80829,21.0
3646,729245,140119,20.0
3647,729245,80485,24.0
3648,729245,117055,23.0
3649,729245,177653,23.0
3650,729244,100378,21.0
3651,729245,181207,20.0
3652,729245,186038,20.0
3653,729244,289982,22.0
3654,729245,212852,20.0
3655,729245,175168,20.0
3656,729244,595098,19.0
3657,729244,593754,20.0
3658,729244,593143,20.0
3659,729244,446499,20.0
3660,729244,595106,19.0
3661,729244,365162,19.0
3662,729244,595109,20.0
3663,729244,222727,20.0
3664,729244,594291,18.0
3665,729248,259395,19.0
3666,729248,330559,19.0
3667,729248,339018,19.0
3668,729248,260675,20.0
3669,729248,377089,19.0
3670,729248,334215,19.0
3671,729248,285949,20.0
3672,729248,233212,20.0
3673,729248,312890,20.0
3674,729247,106514,21.0
3675,729247,73261,21.0
3676,729247,73671,21.0
3677,729247,47401,25.0
3678,729247,71688,25.0
3679,729249,595122,38.0
3680,729249,595118,50.0
3681,729249,595113,39.0
3682,729249,595128,
3683,729249,595119,40.0
3684,729249,595131,40.0
3685,729249,595123,39.0
3686,729249,595134,41.0
3687,729251,75916,21.0
3688,729251,262749,20.0
3689,729258,237087,20.0
3690,729251,321330,20.0
3691,729250,184199,20.0
3692,729250,221972,21.0
3693,729251,331030,24.0
3694,729250,76990,23.0
3695,729251,328858,20.0
3696,729250,69571,21.0
3697,729251,182551,20.0
3698,729258,310730,18.0
3699,729250,74043,21.0
3700,729251,185676,21.0
3701,729250,71389,25.0
3702,729251,310429,21.0
3703,729250,255742,23.0
3704,729251,162241,20.0
3705,729250,399543,0.0
3706,729253,313991,22.0
3707,729258,86523,21.0
3708,729253,440262,19.0
3709,729253,159880,24.0
3710,729253,182843,19.0
3711,729253,332983,19.0
3712,729253,478112,20.0
3713,729256,71147,21.0
3714,729253,225908,21.0
3715,729253,495413,19.0
3716,729256,110029,22.0
3717,729253,385711,19.0
3718,729250,350874,20.0
3719,729256,75571,21.0
3720,729253,198794,23.0
3721,729251,76679,21.0
3722,729253,350932,20.0
3723,729252,214718,20.0
3724,729252,197317,20.0
3725,729256,443600,19.0
3726,729256,332448,20.0
3727,729252,383066,43.0
3728,729257,350949,21.0
3729,729256,108250,27.0
3730,729256,350939,19.0
3731,729257,386532,18.0
3732,729257,409717,20.0
3733,729252,193469,21.0
3734,729252,214088,21.0
3735,729252,429023,22.0
3736,729258,194380,24.0
3737,729257,271563,20.0
3738,729258,206057,20.0
3739,729257,345782,19.0
3740,729256,71746,21.0
3741,729251,165325,20.0
3742,729256,88542,21.0
3743,729256,201005,20.0
3744,729257,343218,20.0
3745,729254,200287,20.0
3746,729254,399568,21.0
3747,729254,399642,19.0
3748,729254,319218,20.0
3749,729254,228995,21.0
3750,729254,262843,20.0
3751,729251,321177,21.0
3752,729259,578669,32.0
3753,729259,318451,26.0
3754,729259,595115,24.0
3755,729259,595147,40.0
3756,729259,595117,38.0
3757,729259,595144,27.0
3758,729254,197587,20.0
3759,729259,595124,30.0
3760,729259,595120,30.0
3761,729259,595116,33.0
3762,729259,595151,33.0
3763,729259,595142,30.0
3764,729259,595152,41.0
3765,729260,99076,24.0
3766,729260,205403,20.0
3767,729260,183856,20.0
3768,729260,305560,19.0
3769,729264,184527,20.0
3770,729264,183816,21.0
3771,729264,197487,20.0
3772,729264,91437,20.0
3773,729264,189352,20.0
3774,729264,189348,20.0
3775,729264,183933,20.0
3776,729264,182784,20.0
3777,729261,308203,19.0
3778,729261,178320,19.0
3779,729261,328897,19.0
3780,729261,333815,19.0
3781,729262,568751,31.0
3782,729261,330551,20.0
3783,729261,330031,33.0
3784,729261,333298,19.0
3785,729261,255458,19.0
3786,729261,330040,19.0
3787,729261,330050,19.0
3788,729261,256561,19.0
3789,729266,64862,23.0
3790,729266,32051,22.0
3791,729266,65814,26.0
3792,729266,73288,21.0
3793,729266,72330,21.0
3794,729266,72665,21.0
3795,729266,67002,21.0
3796,729266,74075,22.0
3797,729266,72680,22.0
3798,729277,76212,21.0
3799,729277,73170,21.0
3800,729277,93688,21.0
3801,729277,246041,24.0
3802,729277,195794,21.0
3803,729277,79219,21.0
3804,729277,99277,21.0
3805,729280,72000,21.0
3806,729280,73303,21.0
3807,729280,56446,21.0
3808,729280,55872,21.0
3809,729280,71081,24.0
3810,729280,73307,21.0
3811,729280,73305,21.0
3812,729280,73302,21.0
3813,729275,595092,26.0
3814,729283,230182,25.0
3815,729283,276322,19.0
3816,729283,209595,23.0
3817,729283,330885,19.0
3818,729283,247136,23.0
3819,729283,255707,20.0
3820,729283,287213,20.0
3821,729283,283067,25.0
3822,729283,356330,19.0
3823,729283,261408,19.0
3824,729274,593935,27.0
3825,729289,95698,21.0
3826,729289,161858,20.0
3827,729289,140119,20.0
3828,729289,111844,24.0
3829,729289,212852,20.0
3830,729289,331463,20.0
3831,729289,191833,19.0
3832,729289,80829,21.0
3833,729289,175168,20.0
3834,729267,592942,31.0
3835,729278,173323,24.0
3836,729273,592915,29.0
3837,729294,78875,33.0
3838,729293,54906,21.0
3839,729293,75659,21.0
3840,729293,68861,21.0
3841,729293,81603,22.0
3842,729293,74131,25.0
3843,729293,27072,
3844,729293,41634,21.0
3845,729293,60409,24.0
3846,729293,459763,21.0
3847,729293,81543,20.0
3848,729297,594055,27.0
3849,729292,117055,23.0
3850,729292,80485,24.0
3851,729292,209095,20.0
3852,729292,177653,23.0
3853,729292,181207,20.0
3854,729292,186038,20.0
3855,729281,469601,32.0
3856,729292,185230,24.0
3857,729296,76212,21.0
3858,729296,246041,24.0
3859,729296,75664,21.0
3860,729296,249874,21.0
3861,729296,195794,21.0
3862,729296,199546,22.0
3863,729296,59126,21.0
3864,729296,199547,22.0
3865,729296,278005,20.0
3866,729296,269750,20.0
3867,729301,243311,23.0
3868,729298,321666,19.0
3869,729298,265239,20.0
3870,729298,179996,25.0
3871,729298,407262,19.0
3872,729298,365002,20.0
3873,729298,355163,19.0
3874,729298,336813,19.0
3875,729298,334447,19.0
3876,729299,157692,21.0
3877,729299,182915,20.0
3878,729299,111777,20.0
3879,729299,183796,20.0
3880,729299,189358,20.0
3881,729299,183799,20.0
3882,729299,184932,21.0
3883,729299,183818,20.0
3884,729308,568648,27.0
3885,729300,323737,19.0
3886,729300,79539,24.0
3887,729300,411903,22.0
3888,729285,430999,30.0
3889,729300,295118,23.0
3890,729300,373766,18.0
3891,729300,220876,18.0
3892,729300,286994,21.0
3893,729300,443761,19.0
3894,729302,96804,20.0
3895,729302,151121,20.0
3896,729302,160735,23.0
3897,729302,112842,20.0
3898,729302,172254,20.0
3899,729302,357385,20.0
3900,729302,68617,20.0
3901,729302,184037,20.0
3902,729302,81682,25.0
3903,729318,425664,29.0
3904,729316,594974,34.0
3905,729322,192978,20.0
3906,729322,189352,20.0
3907,729322,189348,20.0
3908,729322,183816,21.0
3909,729322,183031,21.0
3910,729322,183884,21.0
3911,729322,184902,20.0
3912,729322,196426,20.0
3913,729322,185821,20.0
3914,729313,275154,18.0
3915,729313,534350,19.0
3916,729313,320861,24.0
3917,729313,443994,18.0
3918,729313,204231,25.0
3919,729313,279073,47.0
3920,729322,94548,20.0
3921,729313,584471,18.0
3922,729313,156443,24.0
3923,729313,453589,19.0
3924,729326,529626,38.0
3925,729311,183701,20.0
3926,729311,189462,20.0
3927,729311,86698,21.0
3928,729311,111874,20.0
3929,729314,594997,32.0
3930,729311,339627,19.0
3931,729311,539432,19.0
3932,729325,310027,19.0
3933,729325,147690,23.0
3934,729325,181897,19.0
3935,729325,250493,20.0
3936,729325,348900,19.0
3937,729325,261569,20.0
3938,729325,302984,25.0
3939,729331,595223,34.0
3940,729305,269825,24.0
3941,729305,595214,29.0
3942,729305,47455,24.0
3943,729305,12990,
3944,729305,232540,27.0
3945,729305,595036,28.0
3946,729305,88619,23.0
3947,729305,470058,24.0
3948,729305,192621,21.0
3949,729330,225040,23.0
3950,729330,260581,19.0
3951,729330,279405,20.0
3952,729330,257063,20.0
3953,729330,237867,23.0
3954,729330,230898,19.0
3955,729335,241060,19.0
3956,729335,289881,23.0
3957,729335,310025,19.0
3958,729335,330007,19.0
3959,729335,191278,20.0
3960,729335,38522,25.0
3961,729335,91424,25.0
3962,729336,183856,20.0
3963,729336,305560,19.0
3964,729336,82836,27.0
3965,729336,112047,20.0
3966,729336,151826,20.0
3967,729336,205403,20.0
3968,729342,594596,44.0
3969,729346,73305,21.0
3970,729346,71082,21.0
3971,729346,45102,21.0
3972,729346,56446,21.0
3973,729346,71331,21.0
3974,729346,71081,24.0
3975,729346,73303,21.0
3976,729346,37250,22.0
3977,729346,73302,21.0
3978,729357,23413,
3979,729357,61815,21.0
3980,729357,54906,21.0
3981,729357,68861,21.0
3982,729358,245224,18.0
3983,729358,55434,25.0
3984,729357,27072,
3985,729358,220876,18.0
3986,729357,81603,22.0
3987,729357,41634,21.0
3988,729358,286994,21.0
3989,729358,239300,19.0
3990,729357,71326,21.0
3991,729358,287745,18.0
3992,729344,595221,39.0
3993,729338,593448,29.0
3994,729352,456626,33.0
3995,729368,105475,21.0
3996,729368,180017,20.0
3997,729368,183799,20.0
3998,729370,333297,19.0
3999,729370,330551,20.0
4000,729370,256561,19.0
4001,729370,255458,19.0
4002,729370,333815,19.0
4003,729370,328897,19.0
4004,729370,330050,19.0
4005,729370,330031,33.0
4006,729370,333298,19.0
4007,729370,310671,19.0
4008,729349,21316,
4009,729349,54070,20.0
4010,729349,481727,23.0
4011,729349,32213,23.0
4012,729349,29731,25.0
4013,729349,8874,
4014,729349,267334,25.0
4015,729380,279765,19.0
4016,729380,349214,20.0
4017,729376,556528,18.0
4018,729376,583980,18.0
4019,729380,264691,19.0
4020,729380,256422,19.0
4021,729376,584006,18.0
4022,729376,584021,18.0
4023,729380,333285,20.0
4024,729376,417577,22.0
4025,729376,208965,20.0
4026,729376,491641,18.0
4027,729376,582280,18.0
4028,729380,349277,21.0
4029,729366,568751,31.0
4030,729380,154973,19.0
4031,729380,255428,24.0
4032,729380,196911,39.0
4033,729384,151231,20.0
4034,729384,86698,21.0
4035,729380,273822,20.0
4036,729384,539432,19.0
4037,729384,339712,22.0
4038,729384,335910,19.0
4039,729384,344478,19.0
4040,729384,189462,20.0
4041,729377,533658,18.0
4042,729386,595113,39.0
4043,729391,257063,20.0
4044,729386,595118,50.0
4045,729391,255291,19.0
4046,729386,595128,
4047,729391,284690,19.0
4048,729391,260581,19.0
4049,729391,255232,21.0
4050,729386,595123,39.0
4051,729386,595134,41.0
4052,729391,228945,19.0
4053,729391,237867,23.0
4054,729386,595120,30.0
4055,729391,329278,20.0
4056,729386,595119,40.0
4057,729391,74023,26.0
4058,729386,595142,30.0
4059,729386,595116,33.0
4060,729386,595124,30.0
4061,729382,231860,26.0
4062,729396,548315,24.0
4063,729396,324905,20.0
4064,729396,552093,18.0
4065,729396,588669,18.0
4066,729396,453302,25.0
4067,729396,504840,18.0
4068,729396,539403,18.0
4069,729396,444022,
4070,729396,453350,18.0
4071,729396,582107,18.0
4072,729396,445743,18.0
4073,729396,308172,25.0
4074,729400,342949,19.0
4075,729400,342991,2.0
4076,729400,261197,19.0
4077,729400,336188,19.0
4078,729400,336470,19.0
4079,729400,339743,19.0
4080,729414,595299,30.0
4081,729404,262552,23.0
4082,729404,276322,19.0
4083,729404,247136,23.0
4084,729404,255707,20.0
